URL,ADR Folders,Number of ADR Files,Names of ADR Folders,Names of ADR Files
https://github.com/guardian/cdk.git,1,5,docs/architecture-decision-records,docs/architecture-decision-records/001-constructs-and-patterns.md| docs/architecture-decision-records/005-package-structure.md| docs/architecture-decision-records/002-component-constuctors.md| docs/architecture-decision-records/004-testing.md| docs/architecture-decision-records/003-package-manager.md
https://github.com/kartevonmorgen/rfcs.git,1,11,,/proposed/0000-public-events.md| /proposed/0000-discussions-about-ratings.md| /proposed/0000-backup-strategy.md| /proposed/0000-metatags.md| /proposed/0000-associate-users-with-entries.md| /proposed/0000-template.md| /proposed/0000-extended-subscriptions.md| /proposed/0000-awesome-frontend.md| /proposed/0000-make-events-searchable.md| /0002-replace-username-with-email.md| /0001-moderation-of-entries-comments-ratings.md
https://github.com/upenn-libraries/sdbmss.git,1,9,architecture-decisions,architecture-decisions/0008-rdf-sparql-support.md| architecture-decisions/0003-provide-search-results-downloads.md| architecture-decisions/0006-de-ricci-integration.md| architecture-decisions/0009-sdbm-user-forum.md| architecture-decisions/0002-build-crud-and-search.md| architecture-decisions/0005-user-maintenance-of-page-content.md| architecture-decisions/0004-name-authority-component.md| architecture-decisions/0007-geographic-name-authority.md| architecture-decisions/0001-record-architecture-decisions.md
https://github.com/joelea/paths.git,1,3,doc/adr,doc/adr/0003-separate-reads-and-writes.md| doc/adr/0002-use-a-single-machine.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/bbc/digital-paper-edit-api.git,1,1,docs/ADR,docs/ADR/2019-07-16-database-stack.md
https://github.com/LBHackney-IT/evidence-api.git,1,6,docs/adr,docs/adr/0002-create-two-platform-apis-instead-of-a-single-api.md| docs/adr/0006-use-palos-altos-to-perform-malware-scanning.md| docs/adr/0005-use-text-files-for-simple-configuration.md| docs/adr/0003-use-asp-net-for-platform-apis.md| docs/adr/0001-record-architecture-decisions.md| docs/adr/0004-build-an-abstracted-resident-store.md
https://github.com/buildit/digitalrig-metal-aws.git,1,7,docs/architecture/decisions,docs/architecture/decisions/0005-use-aws-rds-aurora-mysql-for-database-persistence.md| docs/architecture/decisions/0002-use-aws-bare-metal-rig-approach.md| docs/architecture/decisions/0004-use-cloudwatch-logs-for-log-aggregation.md| docs/architecture/decisions/0006-create-reference-implementation-repository.md| docs/architecture/decisions/0003-use-aws-codepipeline-and-codebuild-instead-of-travis.md| docs/architecture/decisions/0007-build-and-deploy-pipelines-separate.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/OpenTOSCA/ToPS.git,1,2,docs/adr,docs/adr/0001-extra-test-class-for-junit-test-with-SWI-Prolog-involved.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/zendesk/link_platform.git,1,20,doc/architecture/decisions,doc/architecture/decisions/0018-put-openreferral-resources-in-an-api-namespace.md| doc/architecture/decisions/0003-use-postgresql.md| doc/architecture/decisions/0002-use-the-adr-tools-kit-to-manage-adr-docs.md| doc/architecture/decisions/0004-use-garden-to-rewrite-admin-ui.md| doc/architecture/decisions/0009-use-openreferal-api.md| doc/architecture/decisions/0005-create-react-app-npm-no-yarn.md| doc/architecture/decisions/0015-use-storybook.md| doc/architecture/decisions/0008-use-docker-images-to-deploy-the-application.md| doc/architecture/decisions/0014-use-redux.md| doc/architecture/decisions/0013-use-fela-css-in-js-for-styling.md| doc/architecture/decisions/0010-use-preact-for-the-end-user-website.md| doc/architecture/decisions/0018-use-activestorage-and-s3-for-image-upload-functionality.md| doc/architecture/decisions/0016-use-devise-for-admin-authentication.md| doc/architecture/decisions/0017-use-strings-for-all-model-id-fields.md| doc/architecture/decisions/0012-use-jest-and-enzyme-for-unit-testing.md| doc/architecture/decisions/0007-use-rspec-and-factorybot-for-unit-testing.md| doc/architecture/decisions/0011-use-rails-for-backend.md| doc/architecture/decisions/0019-react-api-client-library.md| doc/architecture/decisions/0001-record-architecture-decisions.md| doc/architecture/decisions/0020-background-job-framework.md
https://github.com/informalsystems/tendermint-rs.git,1,10,docs/architecture,docs/architecture/adr-008-event-subscription.md| docs/architecture/adr-010-time-api-sanity.md| docs/architecture/adr-003-light-client-core-verification.md| docs/architecture/adr-005-light-client-fork-detection.md| docs/architecture/adr-009-transport-agnostic-peer-abstraction.md| docs/architecture/adr-001-repo.md| docs/architecture/adr-002-light-client-adr-index.md| docs/architecture/adr-007-light-client-supervisor-ergonomics.md| docs/architecture/adr-004-light-client-cli.md| docs/architecture/adr-006-light-client-refactor.md
https://github.com/cloudfoundry/capi-k8s-release.git,1,5,decisions,decisions/0005-exec-curl-instead-of-http-liveness-probe-registry-buddy.md| decisions/0002-use-spec-for-bdd.md| decisions/0004-sync-routes-from-k8s-to-cc.md| decisions/0003-cf-api-controller-repo.md| decisions/0001-record-architecture-decisions.md
https://github.com/DFE-Digital/register-trainee-teachers.git,1,6,docs/adr,docs/adr/0005-store-invalid-data-in-a-column-against-applyapplication.md| docs/adr/0003-connections-to-dttp-dynamics.md| docs/adr/0006-academic-cycles.md| docs/adr/0002-use-adr-tools-with-custom-template.md| docs/adr/0004-non-integer-trainee-ids.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/geoadmin/service-stac.git,1,3,adr,adr/2020_08_13_application_architecture.md| adr/2020_10_21_static_asset.md| adr/2020_10_01_authentication.md
https://github.com/UniTemplates/spring-boot-app.git,1,2,docs/adr,docs/adr/0001-use-external-config-file.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/nowakprojects/coders-board-v2.git,1,1,doc/architecture/decisions,doc/architecture/decisions/0001-APP_BACKEND-modules-architecture.md
https://github.com/adr/e-adr.git,1,3,docs/adr,docs/adr/0001-allow-adr-everywhere.md| docs/adr/0000-use-architectural-decision-records.md| docs/adr/0002-use-runtime-retention.md
https://github.com/wulfmann/vercel.git,1,2,adr,adr/normalize_ids.md| adr/specify_api_version_for_every_operation.md
https://github.com/libero/reviewer-client.git,1,2,docs/adr,docs/adr/form-framework.md| docs/adr/browser-testing.md
https://github.com/slior/adrflow.git,1,8,doc/adr,doc/adr/3-Allow_More_Permissive_File_Names.md| doc/adr/2-Create_ADR_Object.md| doc/adr/1-ADR_directory_identified_by_marker_file.md| doc/adr/5-Utility_Context_Lazily_Initialized.md| doc/adr/8-Remove_ADR_Util_Sync_Module.md| doc/adr/6-Centralize_Definition_of_Filename.md| doc/adr/4-Allow_Overriding_Configuration_with_Local_Configuration.md| doc/adr/7-Defining_Customizations.md
https://github.com/derekmurawsky/dns-resolution.git,1,2,docs/adr,docs/adr/0000-record-architecture-decisions.md| docs/adr/0001-migrate-to-pihole.md
https://github.com/Datatamer/tamr-client.git,1,10,docs/contributor-guide/adr,docs/contributor-guide/adr/0003-reproducibility.md| docs/contributor-guide/adr/0007-tamr-client-package.md| docs/contributor-guide/adr/0010-confirm-performance-issues-before-optimizing.md| docs/contributor-guide/adr/0004-documentation-and-docstrings.md| docs/contributor-guide/adr/0008-standardized-imports.md| docs/contributor-guide/adr/0006-type-checking.md| docs/contributor-guide/adr/0005-composable-functions.md| docs/contributor-guide/adr/0009-separate-types-and-functions.md| docs/contributor-guide/adr/0002-linting-and-formatting.md| docs/contributor-guide/adr/0001-record-architecture-decisions.md
https://github.com/operate-first/blueprint.git,1,19,adr,adr/0008-secrets-management.md| adr/0010-common-auth-for-applications.md| adr/0003-feature-selection-policy.md| adr/0019-org-management.md| adr/0009-cluster-resources.md| adr/0005-support-multi-environments-in-repos.md| adr/0012-moc-infra-cluster-deployment-methods.md| adr/0017-authentication-for-platform.md| adr/0006-monitoring-structure.md| adr/0013-multicluster-environments.md| adr/0011-operators.md| adr/0014-enforcing-resource-quotas.md| adr/0016-pr-review.md| adr/0015-cluster-resources-amendment.md| adr/0007-alerting-setup.md| adr/0001-use-gpl3-as-license.md| adr/0004-argocd-apps-of-apps-structure.md| adr/0000-use-markdown-architectural-decision-records.md| adr/0018-migration-to-keycloak.md
https://github.com/emory-libraries/dlp-lux.git,1,4,architecture-decisions,architecture-decisions/0002-Blacklight-Version.md| architecture-decisions/0003-Shibboleth.md| architecture-decisions/0004-Use-X-Forward-For-header.md| architecture-decisions/0001-document-architecture-decisions.md
https://github.com/ministryofjustice/hmpps-interventions-docs.git,1,6,doc/adr,doc/adr/0002-decouple-with-events.md| doc/adr/0006-delius-nsis-are-collectors-not-owners.md| doc/adr/0003-use-git-commits-to-explain-our-work.md| doc/adr/0005-for-release-prioritise-consistency-over-availability.md| doc/adr/0004-store-actors-and-time-instead-of-state.md| doc/adr/0001-split-ui-and-service.md
https://github.com/christian-vilzmann/coloseo.git,1,3,doc/architecture/decisions,doc/architecture/decisions/0002-use-docker-compose.md| doc/architecture/decisions/0001-record-architecture-decisions.md| doc/architecture/decisions/0003-use-mern-stack.md
https://github.com/magnetcoop/buddy-auth.jwt-oidc.git,1,1,doc/arch,doc/arch/adr-001.md
https://github.com/bbc/react-transcript-editor.git,1,11,docs/adr,docs/adr/2018-10-01-timed-editor-choice.md| docs/adr/2018-10-05-component-development-setup.md| docs/adr/2018-10-05-components-comunication.md| docs/adr/2018-10-02-css-setup.md| docs/adr/2018-01-24-frequency-of-local-storage-save.md| docs/adr/2018-10-12-keyboard-shortcuts-in-react-notes.md| docs/adr/2018-11-20-save-to-server.md| docs/adr/2018-12-06-analytics.md| docs/adr/2018-12-10-re-aligning-timed-text.md| docs/adr/2018-11-20-local-storage-save.md| docs/adr/2018-10-02-component-fonts.md
https://github.com/ockam-network/ockam.git,1,7,documentation/architecture/decisions,documentation/architecture/decisions/0004-runbooks-and-checklists.md| documentation/architecture/decisions/0003-crate-feature-flags.md| documentation/architecture/decisions/0005-routing-data-formats.md| documentation/architecture/decisions/0006-publishing-rust-crates.md| documentation/architecture/decisions/0002-profile-event-signing.md| documentation/architecture/decisions/0001-record-architectural-decisions.md| documentation/architecture/decisions/0007-rust-error-handling.md
https://github.com/hugolhafner/analytics-server.git,1,7,docs/adr,docs/adr/007-order-imports-with-import-sort.md| docs/adr/006-format-files-programmatically.md| docs/adr/003-prefer-multiple-config-files.md| docs/adr/004-minimally-transform-source-code-during-build.md| docs/adr/002-prefer-configurable-dev-tools.md| docs/adr/001-record-architectural-decisions.md| docs/adr/005-format-files.md
https://github.com/alphagov/verify-self-service.git,1,4,doc/adr,doc/adr/0002-use-event-sourcing.md| doc/adr/0004-use-cognito-for-authentication.md| doc/adr/0003-use-pundit-for-rbac.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/CondeNast/hackathon2020-prominent-colors.git,1,1,docs/decision-records,docs/decision-records/0001-use-node-vibrant.md
https://github.com/buzzfeed/sso.git,1,1,docs/adr,docs/adr/2018-08-16-circuit-breaker.md
https://github.com/embvm/embvm-core.git,1,22,docs/architecture/decisions,docs/architecture/decisions/0004-track-documentation-alongside-source.md| docs/architecture/decisions/0012-switch-to-catch-for-unit-testing.md| docs/architecture/decisions/0006-differentiate-drivers-and-hal.md| docs/architecture/decisions/0005-provide-non-blocking-interfaces.md| docs/architecture/decisions/0007-differentiate-between-processor-implementation-and-architecture.md| docs/architecture/decisions/0009-event-driven-framework-design.md| docs/architecture/decisions/0010-dispatch-callbacks.md| docs/architecture/decisions/0022-unified-gpio-base-class.md| docs/architecture/decisions/0011-generic-startup-library.md| docs/architecture/decisions/0018-driver-registration-in-hw-platform.md| docs/architecture/decisions/0021-eliminate-name-variables-from-core-base-classes.md| docs/architecture/decisions/0017-virtual-destructor-usage.md| docs/architecture/decisions/0003-no-dynamic-memory-allocation-in-core.md| docs/architecture/decisions/0002-layering-scheme.md| docs/architecture/decisions/0020-hardware-platform-options-file.md| docs/architecture/decisions/0015-use-embvm-top-level-namespace-for-core-interfaces.md| docs/architecture/decisions/0013-use-templates-to-switch-between-dynamic-and-static-memory.md| docs/architecture/decisions/0014-refactor-driver-interfaces-to-use-namespaces.md| docs/architecture/decisions/0016-how-to-handle-meson-library-targets-w-r-t-libc-and-libcxx-header-includes.md| docs/architecture/decisions/0001-record-architecture-decisions.md| docs/architecture/decisions/0008-virtual-platform-as-mediator-pattern.md| docs/architecture/decisions/0019-virtual-platform-takes-in-thwplatform-type.md
https://github.com/mfrachet/gatsby-template-adr.git,1,2,src/adrs,src/adrs/1-Choosing-a-frontend-framework.md| src/adrs/2-Switching-frontend-technology.md
https://github.com/Amsterdam/registraties.git,1,4,docs/adr,docs/adr/004-prevent-saga-name-clashes.md| docs/adr/001-use-existing-apis.md| docs/adr/003-translations.md| docs/adr/002-use-styled-components.md
https://github.com/lnetrebskii/protraffic.git,1,3,architecture/important-decisions,architecture/important-decisions/itd-002.md| architecture/important-decisions/itd-001-1.md| architecture/important-decisions/itd-001.md
https://github.com/DFE-Digital/early-careers-framework.git,1,3,documentation/adr,documentation/adr/0002-use-bigdecimal-for-currency-storage.md| documentation/adr/0003-separate-ecf-and-npq-calculation-engines-and-hashes-as-interfaces.md| documentation/adr/0001-record-architecture-decisions.md
https://github.com/JabRef/hacktoberfest-contributor-overview-generator.git,1,2,docs/adr,docs/adr/0001-use-jcabi.github-api.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/phpactor/amp-fswatch.git,1,3,adr,adr/0002-do-not-use-callback.md| adr/0003-do-not-use-amp-file.md| adr/0001-use-callback.md
https://github.com/jetbrains-infra/stamper.git,1,8,doc/adr,doc/adr/0003-spring-boot-as-web-framework.md| doc/adr/0007-docker.md| doc/adr/0002-kotlin-as-language.md| doc/adr/0004-bootsptrap-as-frontend-framework.md| doc/adr/0005-junit-as-test-framework.md| doc/adr/0006-thymeleaf.md| doc/adr/0008-gradle.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/Flexiana/framework.git,1,3,doc/decisions,doc/decisions/0003-controller-architecture.md| doc/decisions/0002-database-basic-architecture.md| doc/decisions/0001-record-architecture-decisions.md
https://github.com/Alfresco/acs-deployment-aws.git,1,2,docs/adrs,docs/adrs/0002-use-aws-cloudformation-for-provisioning-aws-resources.md| docs/adrs/0001-record-architecture-decisions.md
https://github.com/dimagi/commcare-cloud.git,1,3,decisions,decisions/0002-back-service-elasticsearch-with-custom-implementation.md| decisions/0003-implement-one-command-to-deploy.md| decisions/0001-record-architecture-decisions.md
https://github.com/opentransportmanager/otm-docs.git,1,9,docs/adr,docs/adr/api_architecture.md| docs/adr/api_language.md| docs/adr/simulator_language.md| docs/adr/simulator_description.md| docs/adr/containerization.md| docs/adr/map.md| docs/adr/database.md| docs/adr/api_framework.md| docs/adr/api_description.md
https://github.com/Quarterback16/Tycoon.API.git,1,2,HsEventStore/Doco/Architecture/Decisions,HsEventStore/Doco/Architecture/Decisions/0001-Record-Architecture-Decisions.md| HsEventStore/Doco/Architecture/Decisions/0002-Use-JSON-To-Persist-Events.md
https://github.com/nodejs/nodejs.dev.git,1,2,docs/adr,docs/adr/0001-sourcing-icons.md| docs/adr/0000-adopt-decision-records.md
https://github.com/contiamo/operational-visualizations.git,1,7,docs/adr,docs/adr/0007-frame-vs-scale.md| docs/adr/0003-about-caching.md| docs/adr/0001-about-cursors.md| docs/adr/0005-about-measure-labels.md| docs/adr/0004-about-row-cursor.md| docs/adr/0002-about-render-props.md| docs/adr/0006-static-vs-dynamic-check.md
https://github.com/ustream/api-docs.git,1,6,docs/adr,docs/adr/0005-using-markdown-in-jekyll.md| docs/adr/0004-use-markdown-as-documentation-format.md| docs/adr/0003-blog-post-as-a-documentation-page.md| docs/adr/0001-record-architecture-decisions.md| docs/adr/0006-version-based-directory-and-path.md| docs/adr/0002-use-jekyll-to-serve-documentation.md
https://github.com/namitms/FindMeFoodTrucks.git,1,10,Design/Decision Register,Design/Decision Register/DataStore Model.md| Design/Decision Register/Choice of Compute for Serving tier.md| Design/Decision Register/CosmosDB API.md| Design/Decision Register/CosmosDB hosting.md| Design/Decision Register/Choice of Compute for Ingestion.md| Design/Decision Register/Messaging choice.md| Design/Decision Register/Choice of service for Gatekeeper.md| Design/Decision Register/Architecture Style.md| Design/Decision Register/DataStore Service.md| Design/Decision Register/Hosting Model.md
https://github.com/kuona/kuona.git,1,2,docs/architecture/decisions,docs/architecture/decisions/0002-evaluate-buddy-auth-for-admin-access-controls.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/rhurkes/sware-server.git,1,2,docs/adr,docs/adr/0001-general-arch.md| docs/adr/0002-misc.md
https://github.com/Betterment/testtrack-cli.git,1,3,doc/arch,doc/arch/adr-002.md| doc/arch/adr-003.md| doc/arch/adr-001.md
https://github.com/superwerker/superwerker.git,1,8,docs/adrs,docs/adrs/guardduty.md| docs/adrs/rootmail.md| docs/adrs/backup.md| docs/adrs/living-documentation.md| docs/adrs/securityhub.md| docs/adrs/budget.md| docs/adrs/control-tower.md| docs/adrs/notifications.md
https://github.com/PublicMapping/districtbuilder.git,1,4,doc/arch,doc/arch/adr-04-server-side-static-data-loading.md| doc/arch/adr-03-static-data-storage.md| doc/arch/adr-02-district-data-storage.md| doc/arch/adr-01-backend-framework.md
https://github.com/alexanderbird/where-away.git,1,12,doc/adr,doc/adr/0005-minimize-the-amount-of-code-that-must-be-tested-in-the-browser.md| doc/adr/0004-test-with-jest.md| doc/adr/0010-use-a-different-html-parser-for-testing.md| doc/adr/0007-perform-end-to-end-testing-with-puppeteer.md| doc/adr/0002-name-the-project-where-away.md| doc/adr/0006-let-the-build-step-generate-config-for-the-client-code.md| doc/adr/0011-render-buttons-instead-of-anchor-elements-for-link-nodes.md| doc/adr/0009-use-xml-for-bookmarks-format.md| doc/adr/0012-provide-a-mechanism-for-adding-custom-html-for-the-header-footer-and-head.md| doc/adr/0003-output-a-single-html-file.md| doc/adr/0001-record-architecture-decisions.md| doc/adr/0008-use-pug-to-render-the-final-html.md
https://github.com/ministryofjustice/hmpps-delius-api.git,1,10,doc/architecture/decisions,doc/architecture/decisions/0008-be-specific-in-community-api-and-general-in-delius-api.md| doc/architecture/decisions/0009-follow-gds-and-hmpps-api-standards.md| doc/architecture/decisions/0004-copy-ndelius-application-logic.md| doc/architecture/decisions/0005-use-digital-studio-standard-technologies-where-possible.md| doc/architecture/decisions/0010-ensure-consistent-urls.md| doc/architecture/decisions/0006-authenticate-using-oauth2-client-credentials-grant.md| doc/architecture/decisions/0002-use-existing-ndelius-aws-infrastructure.md| doc/architecture/decisions/0003-create-generic-rather-than-application-specific-endpoints.md| doc/architecture/decisions/0001-record-architecture-decisions.md| doc/architecture/decisions/0007-use-delius-authorisation.md
https://github.com/boxwise/boxwise-flask.git,1,4,docs/adr,docs/adr/Python-ORM.md| docs/adr/graphql-ariadne-apollo.md| docs/adr/adr_monorepo.md| docs/adr/adr_python-dev-env.md
https://github.com/sul-dlss-labs/infrastructure-adrs.git,1,13,,/0004-remove-workflow-datastream.md| /0000-use-madr-as-record-format.md| /0009-create-provenance-service.md| /0002-extract-only-useful-technical-metadata.md| /0011-use-api-tokens.md| /0012-dor-datastore.md| /0003-extract-technical-metadata-on-per-file-basis.md| /0006-replace-assembly-wf-with-deposit-api.md| /0007-change-dor-from-registry-to-repository.md| /0005-use-deposit-api-in-etd-application.md| /0010-message-broker.md| /0001-migrate-off-fedora-3.md| /0008-separate-dor-index-from-argo-index.md
https://github.com/corvus-dotnet/Corvus.Extensions.Newtonsoft.Json.git,1,2,docs/adr,docs/adr/0001-json-framework-independence.md| docs/adr/0002-separation-of-concerns-in-component-registration.md
https://github.com/mozilla/nimbus-shared.git,1,4,docs/adr,docs/adr/0004-dto-app-identifiers.md| docs/adr/0005-add-top-level-featureids.md| docs/adr/0001-one-console-app.md| docs/adr/0002-use-json-schema-nimbus-shared.md
https://github.com/commonality/getting-started-inner-source.git,1,2,docs/adr,docs/adr/0002-gitlab-for-web-based-scm-with-devsecops-integration.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/corvus-dotnet/Corvus.Tenancy.git,1,4,docs/adr,docs/adr/0004-v2-to-v3-transition.md| docs/adr/0001-tenants-will-not-inherit-their-parents-properties.md| docs/adr/0003-no-automatic-storage-container-creation.md| docs/adr/0002-stable-tenant-ids.md
https://github.com/theupdateframework/python-tuf.git,1,10,docs/adr,docs/adr/0003-where-to-develop-TUF-1-0-0.md| docs/adr/0008-accept-unrecognised-fields.md| docs/adr/0001-python-version-3-6-plus.md| docs/adr/0009-what-is-a-reference-implementation.md| docs/adr/0006-where-to-implemenent-model-serialization.md| docs/adr/0004-extent-of-OOP-in-metadata-model.md| docs/adr/0002-pre-1-0-deprecation-strategy.md| docs/adr/0005-use-google-python-style-guide.md| docs/adr/0000-use-markdown-architectural-decision-records.md| docs/adr/0010-repository-library-design.md
https://github.com/ministryofjustice/opg-lpa.git,1,8,docs/architecture,docs/architecture/0005-database-access-layer-refactoring.md| docs/architecture/0004-implement-load-testing.md| docs/architecture/0002-custom-save-handler-in-service-front.md| docs/architecture/0006-modernise-the-code-base.md| docs/architecture/0008-flask-site-security.md| docs/architecture/0003-linting-and-scanning.md| docs/architecture/0007-performance-data-platform.md| docs/architecture/0001-record-architecture-decisions.md
https://github.com/vibes/push-sdk-ios.git,1,3,docs/adr,docs/adr/0003-test-network-stack-via-injected-protocols.md| docs/adr/0002-avoid-runtime-dependencies.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/st3v3nhunt/asb-client-spa.git,1,2,doc/adr,doc/adr/0002-use-netlify-for-deployments-and-hosting.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/budproj/operability.git,1,1,docs/adl,docs/adl/001-container-deployment.md
https://github.com/nemerosa/ontrack.git,1,2,doc/adr,doc/adr/0002-extension-indicators-identifiers.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/marylly/entusiasme-kotlin.git,1,2,doc/adr,doc/adr/000000_entusiasme_application.md| doc/adr/000001_kotlin_language.md
https://github.com/eryk260/2sixty.git,1,25,adr,adr/adr-0002-starkiller-logging.md| adr/adr-0010-devops-and-sre-operating-model-2019-01-17.md| adr/adr-0011-gitlab-ci-2019-01-31.md| adr/adr-0012-2sixty-cloudflare-2019-03-13.md| adr/adr-0013-github-admin-rights-2019-04-24.md| adr/adr-0003-app-and-infra-metrics-2018-10-23.md| adr/adr-0019-paas-mesh.md| adr/adr-0004-centralised-logging-2018-10-23.md| adr/adr-9999-datalab-security-2019-04-04.md| adr/adr-0018-paas-authnz.md| adr/adr-0021-2sixty-sendgrid-2019-11-07.md| adr/adr-0005-configurations-and-secrets-2018-10-23.md| adr/adr-0016-nexus-to-the-cloud-NPM-2019-03-20.md| adr/adr-0008-gcp-networking-hyperspace-2019-01-30.md| adr/adr-0002-2sixty-file-naming-convention-2018-09-14.md| adr/adr-0014-empire-global-load-balancing-2019-05-24.md| adr/adr-0007-global-gke-clusters-2018-12-27.md| adr/adr-0020-sdc-gaffer-on-docker-2019-11-07.md| adr/adr-0017-gcp-console-resources.md| adr/adr-0009-iac-framework-2019-01-30.md| adr/adr-0013-gcp-centralised-audit-logs-2019-04-10.md| adr/adr-9999-shared-playground-project-YYYY-MM-DD.md| adr/adr-0001-palpatine-creation-2018-08-02.md| adr/adr-0015-global-cluster-deployment-2019-05-22.md| adr/adr-0006-groups-instead-of-individuals-iam-access-2019-01-17.md
https://github.com/rubyforgood/casa.git,1,7,doc/architecture-decisions,doc/architecture-decisions/0007-inline-css-for-email-views.md| doc/architecture-decisions/0006-few-controller-tests.md| doc/architecture-decisions/0002-disallow-ui-sign-ups.md| doc/architecture-decisions/0003-multiple-user-tables.md| doc/architecture-decisions/0005-android-app-as-a-pwa.md| doc/architecture-decisions/0001-record-architecture-decisions.md| doc/architecture-decisions/0004-use-bootstrap.md
https://github.com/pace-neutrons/Horace.git,1,23,documentation/adr,documentation/adr/0023-error-format.md| documentation/adr/0022-use-keyword-args.md| documentation/adr/0009-use-standard-naming-for-build-artifacts.md| documentation/adr/0008-use-pipeline-builds.md| documentation/adr/0003-use-cmake-for-build.md| documentation/adr/0011-version-project-with-cmake.md| documentation/adr/0017-separate-absolute-and-relative-indexing-APIs-in-pixel-array.md| documentation/adr/0004-cpp-tests-in-separate-projects.md| documentation/adr/0016-use-double-array-in-memory-for-pixel-data.md| documentation/adr/0021-errors-and-warnings.md| documentation/adr/0012-use-network-storage-for-large-datafiles.md| documentation/adr/0002-use-github-for-documentation.md| documentation/adr/0014-use-jenkins-for-network-path-storage.md| documentation/adr/0005-use-gtest-in-cpp-tests.md| documentation/adr/0013-use-jenkins-for-secrets-management.md| documentation/adr/0010-package-dependencies-in-repo.md| documentation/adr/0015-store-pixel-data-in-single-precision.md| documentation/adr/0006-use-jenkins-for-ci.md| documentation/adr/0020-use-c-mex-api.md| documentation/adr/0007-use-herbert-as-library-dependency.md| documentation/adr/0018-algorithm-migration-to-paged-files.md| documentation/adr/0019-update-release-notes-every-pr.md| documentation/adr/0001-record-architecture-decisions.md
https://github.com/perforce/helix-authentication-extension.git,1,3,docs/architecture/decisions,docs/architecture/decisions/0002-use-helix-extensions.md| docs/architecture/decisions/0003-use-libcurl-library.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/Vodurden/CrossyToad.git,1,13,docs/architecture/decisions,docs/architecture/decisions/adr-0012-SUPERSEDED-use-concrete-state-monad.md| docs/architecture/decisions/adr-0006-sdl2-for-rendering.md| docs/architecture/decisions/adr-0009-organise-by-feature.md| docs/architecture/decisions/adr-0002-use-haskell.md| docs/architecture/decisions/adr-0005-use-hpack.md| docs/architecture/decisions/adr-0010-support-linear-and-discrete-input.md| docs/architecture/decisions/adr-0004-direnv-for-nix-editor-integration.md| docs/architecture/decisions/adr-0007-SUPERSEDED-mtl-style-for-affects.md| docs/architecture/decisions/adr-0003-nix-for-dependency-management.md| docs/architecture/decisions/adr-0008-use-lenses.md| docs/architecture/decisions/adr-0013-use-ioref-for-state.md| docs/architecture/decisions/adr-0011-use-sdl-to-support-multiple-resolutions.md| docs/architecture/decisions/adr-0001-record-architecture-decisions.md
https://github.com/kolide/launcher.git,1,6,docs/architecture,docs/architecture/2018-03-29_add_crc_and_uuid_to_log_lines.md| docs/architecture/2019-09-05_autoupdate_v2.md| docs/architecture/2018-06-15_request_enrollment_details.md| docs/architecture/2018-07-06_control-server-api.md| docs/architecture/2019-03-11_autoupdate.md| docs/architecture/2018-07-16_reorganization.md
https://github.com/budproj/unfinished-design-system.git,1,7,docs/adl,docs/adl/002-unit-testing-tools.md| docs/adl/007-package-repository.md| docs/adl/005-lerna.md| docs/adl/006-yarn-workspaces.md| docs/adl/004-tokenization-and-static-assets.md| docs/adl/001-components-documentation.md| docs/adl/003-theming-framework.md
